"","long.fips","long.name","short.fips","year","median.age","hs.plus","bachelors.plus","ag.percent.employ","mean.income","median.income","white.percent","papers.total","papers.daily","ktype_use","k.seats","party.presence","party.comp","general.presence","general.comp","population","pop_density"
"3890","620L500US41047","State House District 47 (2016), Oregon","41047",2020,35.8,81.8,18.5,0.9,58455,43881,67.81,4140,690,"SMD",1,1,1,1,1,65810,7215.21763
"3891","620L500US41048","State House District 48 (2016), Oregon","41048",2020,37.1,86.2,26.1,1.03,67006,50724,75.82,6410,495,"SMD",1,1,1,1,1,65642,4566.4
"3892","620L500US41049","State House District 49 (2016), Oregon","41049",2020,34.9,84.7,20.8,2.21,60735,47438,77.24,5946,991,"SMD",1,1,1,1,1,65336,2862.851634
"3893","620L500US41050","State House District 50 (2016), Oregon","41050",2020,34.8,86.1,19.6,1.95,66727,53713,80.24,4854,809,"SMD",1,1,1,1,1,65243,5021.782635
"3894","620L500US41051","State House District 51 (2016), Oregon","41051",2020,36.6,88,27.6,0.87,78725,62983,73.98,7084,410,"SMD",1,1,1,1,1,69231,1888.822197
"3895","620L500US41052","State House District 52 (2016), Oregon","41052",2020,40.9,87.2,24.9,6.73,75945,61607,91.93,14535,628,"SMD",1,1,1,1,1,68061,60.62611624
"3896","620L500US41053","State House District 53 (2016), Oregon","41053",2020,42.1,92.5,30,2.83,75865,57506,93.42,6818,3409,"SMD",1,1,1,1,1,70642,61.96041627
"3897","620L500US41054","State House District 54 (2016), Oregon","41054",2020,37.1,94.4,41,1.85,72974,51493,92.97,3188,1594,"SMD",1,1,1,1,1,70436,2516.739915
"3898","620L500US41055","State House District 55 (2016), Oregon","41055",2020,51.4,87.9,15,8.15,54577,41998,91.63,22363,13229,"SMD",1,1,1,1,1,63755,4.255700907
"3899","620L500US41056","State House District 56 (2016), Oregon","41056",2020,40.7,87.3,19.6,7.32,54655,41662,88.83,6209,5295,"SMD",1,1,1,1,1,63026,25.27084787
"3900","620L500US41057","State House District 57 (2016), Oregon","41057",2020,35.1,78,13.8,14.89,60190,49778,86.68,12261,2828,"SMD",1,1,1,1,1,64587,11.73753799
"3901","620L500US41058","State House District 58 (2016), Oregon","41058",2020,41.3,91.8,21,5.94,61290,47145,88.85,23500,4028,"SMD",1,1,1,1,1,61975,7.908567643
"3902","620L500US41059","State House District 59 (2016), Oregon","41059",2020,44.9,87.6,22.1,8.38,64529,50248,83.25,8782,3578,"SMD",1,1,1,1,1,64738,11.87992936
"3903","620L500US41060","State House District 60 (2016), Oregon","41060",2020,42,85.2,17.6,15.31,51831,38659,90.71,27257,4601,"SMD",1,1,1,1,1,61498,2.052765328
"3904","620L500US42001","State House District 1 (2016), Pennsylvania","42001",2020,34.9,84.9,16.6,0.31,42947,32701,69.59,3405,3405,"SMD",1,0,0,1,1,59372,4725.189017
"3905","620L500US42002","State House District 2 (2016), Pennsylvania","42002",2020,36.1,91.6,28.7,0.25,56793,43290,86.14,4206,4206,"SMD",1,1,1,1,1,60574,1628.552225
"3906","620L500US42003","State House District 3 (2016), Pennsylvania","42003",2020,39.8,94.7,39.7,0.76,78260,55355,92.7,4362,4362,"SMD",1,0,0,0,1,63944,567.7048191
"3907","620L500US42004","State House District 4 (2016), Pennsylvania","42004",2020,41.7,92.2,22.7,1.5,68156,55299,96.68,6537,6537,"SMD",1,0,0,0,1,60478,142.9976592
"3908","620L500US42005","State House District 5 (2016), Pennsylvania","42005",2020,42.2,87.2,21.1,2.18,81325,67655,93.33,12984,2164,"SMD",1,1,1,1,1,62405,245.5294789
"3909","620L500US42006","State House District 6 (2016), Pennsylvania","42006",2020,42.7,91.6,27.3,1.23,67805,51120,94.93,5979,5979,"SMD",1,1,1,1,1,63160,114.8676912
"3910","620L500US42007","State House District 7 (2016), Pennsylvania","42007",2020,44.3,90.1,21.2,0.57,55869,42576,87.74,7275,4850,"SMD",1,0,0,0,1,62704,375.466309
"3911","620L500US42008","State House District 8 (2016), Pennsylvania","42008",2020,44,90.3,22.8,1.5,65516,53037,95.78,7567,5405,"SMD",1,1,1,1,1,60027,110.4779889
"3912","620L500US42009","State House District 9 (2016), Pennsylvania","42009",2020,44.9,89.6,20.3,1.26,61472,44293,91.19,6954,4636,"SMD",1,1,1,1,1,59264,338.6243386
"3913","620L500US42010","State House District 10 (2016), Pennsylvania","42010",2020,38.1,89.7,20.8,1.05,58406,44375,91.71,5547,4118,"SMD",1,1,1,1,1,61363,263.360515
"3914","620L500US42011","State House District 11 (2016), Pennsylvania","42011",2020,44.9,91.5,21.5,0.62,63060,51222,96.58,2295,2295,"SMD",1,1,1,1,1,59849,305.3099828
"3915","620L500US42012","State House District 12 (2016), Pennsylvania","42012",2020,41.3,96.3,51.3,0.23,114842,92899,95.18,1173,1173,"SMD",1,1,1,1,1,64201,454.137753
"3916","620L500US42013","State House District 13 (2016), Pennsylvania","42013",2020,37.1,85.4,32.8,7,99705,77224,90.58,6571,1596,"SMD",1,1,1,1,1,65358,326.3461692
"3917","620L500US42014","State House District 14 (2016), Pennsylvania","42014",2020,46.4,92.5,25.1,0.52,71460,55687,95.72,2423,2423,"SMD",1,1,1,1,1,59486,229.8576093
"3918","620L500US42015","State House District 15 (2016), Pennsylvania","42015",2020,46.4,92.8,25.5,0.7,77197,63493,96.81,3897,2453,"SMD",1,1,1,1,1,60287,116.5184585
"3919","620L500US42016","State House District 16 (2016), Pennsylvania","42016",2020,44.4,91.6,22.3,0.09,61001,47040,86.73,2962,1918,"SMD",1,1,1,1,1,61950,1164.933526
"3920","620L500US42017","State House District 17 (2016), Pennsylvania","42017",2020,44.7,88,19.3,2.58,64300,49193,95.79,9736,8463,"SMD",1,0,0,0,1,61581,99.75636386
"3921","620L500US42018","State House District 18 (2016), Pennsylvania","42018",2020,40.1,91.5,28,0.27,78032,61915,75.35,7077,2022,"SMD",1,1,1,1,1,60354,3039.738101
"3922","620L500US42019","State House District 19 (2016), Pennsylvania","42019",2020,31.1,88.5,25.2,0.23,49486,29415,47.24,30316,2332,"SMD",1,0,0,0,1,59385,5733.249662
"3923","620L500US42020","State House District 20 (2016), Pennsylvania","42020",2020,39.1,92.7,36.2,0.03,64550,48206,83.55,21931,1687,"SMD",1,0,0,0,1,59365,3884.635519
"3924","620L500US42021","State House District 21 (2016), Pennsylvania","42021",2020,39.3,93.5,41.3,0.16,68352,52346,86.67,19539,1503,"SMD",1,1,1,1,1,60070,3548.348987
"3925","620L500US42022","State House District 22 (2016), Pennsylvania","42022",2020,30.7,73.5,11,0.24,43111,33831,54.25,12194,1742,"SMD",1,0,0,0,1,62685,7180.412371
"3926","620L500US42023","State House District 23 (2016), Pennsylvania","42023",2020,26.6,96.9,73.6,0.09,91686,52213,77.32,10504,808,"SMD",1,0,0,1,1,59988,9140.332165
"3927","620L500US42024","State House District 24 (2016), Pennsylvania","42024",2020,35.6,91.6,39.3,0.33,54670,35217,36.31,21333,1641,"SMD",1,0,0,0,1,60071,6317.942785
"3928","620L500US42025","State House District 25 (2016), Pennsylvania","42025",2020,43.1,94.5,30.5,0,64180,50112,79.95,16614,1278,"SMD",1,1,1,1,1,61561,1655.97848
"3929","620L500US42026","State House District 26 (2016), Pennsylvania","42026",2020,42.7,89.5,33.5,1.03,92434,68770,88.88,8912,2012,"SMD",1,1,1,1,1,65164,393.1700253
"3930","620L500US42027","State House District 27 (2016), Pennsylvania","42027",2020,38.2,91.3,29.7,0.14,63117,48963,75.94,24505,1885,"SMD",1,0,0,0,1,62015,4107.497682
"3931","620L500US42028","State House District 28 (2016), Pennsylvania","42028",2020,42.8,97.8,65.3,0.26,129203,100227,88.57,14794,1138,"SMD",1,1,1,1,1,64721,1021.883635
"3932","620L500US42029","State House District 29 (2016), Pennsylvania","42029",2020,46.6,93.4,39.5,0.17,110457,83760,91.86,6447,1842,"SMD",1,1,1,1,1,63929,1272.193588
"3933","620L500US42030","State House District 30 (2016), Pennsylvania","42030",2020,45.9,96,48.4,0.05,110909,81937,95.35,15041,1157,"SMD",1,1,1,1,1,63813,1234.246257
"3934","620L500US42031","State House District 31 (2016), Pennsylvania","42031",2020,44.7,97.2,63.6,0.14,143161,113693,87.44,8393,2398,"SMD",1,1,1,1,1,62884,1921.765173
"3935","620L500US42032","State House District 32 (2016), Pennsylvania","42032",2020,45.6,93.7,32.9,0.17,67664,54435,69.56,14118,1086,"SMD",1,0,0,0,1,64377,1443.106927
"3936","620L500US42033","State House District 33 (2016), Pennsylvania","42033",2020,45.6,91.9,27.2,0.4,66004,47059,90.13,25466,2158,"SMD",1,1,1,1,1,60791,1199.861838
"3937","620L500US42034","State House District 34 (2016), Pennsylvania","42034",2020,43.7,94.5,35.4,0.06,62022,43998,69.7,24752,1904,"SMD",1,0,0,0,1,60956,3141.090384
"3938","620L500US42035","State House District 35 (2016), Pennsylvania","42035",2020,42.7,90.6,17.9,0.18,49971,36348,70.2,32318,2486,"SMD",1,0,0,0,1,60337,2011.971056
"3939","620L500US42036","State House District 36 (2016), Pennsylvania","42036",2020,35.9,91.9,29.2,0.05,62160,48981,85.88,20319,1563,"SMD",1,1,1,1,1,60654,4841.861579
"3940","620L500US42037","State House District 37 (2016), Pennsylvania","42037",2020,40.3,87.1,23.3,2.93,78072,64879,96.34,9220,1844,"SMD",1,1,1,1,1,64178,350.5040906
"3941","620L500US42038","State House District 38 (2016), Pennsylvania","42038",2020,45.1,93.5,26.6,0.05,66332,53451,89.81,17147,1319,"SMD",1,1,1,1,1,64642,2456.749772
"3942","620L500US42039","State House District 39 (2016), Pennsylvania","42039",2020,46,95.7,33.6,0.31,82215,65674,96.35,15334,1562,"SMD",1,1,1,1,1,60604,446.7740033
"3943","620L500US42040","State House District 40 (2016), Pennsylvania","42040",2020,44.5,97,56.6,0.27,122902,90650,94.04,9623,945,"SMD",1,1,1,1,1,62551,1665.716873
"3944","620L500US42041","State House District 41 (2016), Pennsylvania","42041",2020,43.7,92.8,35.2,1.33,85891,67546,91,6815,1363,"SMD",1,1,1,1,1,62981,790.6623481
"3945","620L500US42042","State House District 42 (2016), Pennsylvania","42042",2020,42.4,96.4,55.4,0.3,97413,67036,90.49,12402,954,"SMD",1,1,1,1,1,59600,6025.070764
"3946","620L500US42043","State House District 43 (2016), Pennsylvania","42043",2020,39.5,83.4,27.1,2.99,76152,61480,87.26,6270,1254,"SMD",1,1,1,1,1,63955,669.5316262
"3947","620L500US42044","State House District 44 (2016), Pennsylvania","42044",2020,40.9,95,48.2,0.18,106703,77891,91.16,20631,1587,"SMD",1,1,1,1,1,64709,581.8945362
"3948","620L500US42045","State House District 45 (2016), Pennsylvania","42045",2020,43.4,93.4,36.5,0.05,75528,56477,87.41,21086,1622,"SMD",1,1,1,1,1,61807,1789.898931
"3949","620L500US42046","State House District 46 (2016), Pennsylvania","42046",2020,43.9,91.9,32.2,0.18,83062,60722,95.07,12409,2063,"SMD",1,1,1,1,1,65486,385.1845752
"3950","620L500US42047","State House District 47 (2016), Pennsylvania","42047",2020,40.4,88.9,24.5,0.28,77752,62524,88.49,6004,4503,"SMD",1,1,1,1,1,64965,652.7571239
"3951","620L500US42048","State House District 48 (2016), Pennsylvania","42048",2020,43.5,91.5,30,0.28,73400,55860,89.85,3494,1747,"SMD",1,1,1,1,1,62212,704.6164998
"3952","620L500US42049","State House District 49 (2016), Pennsylvania","42049",2020,44,91,20.2,0.51,59072,46553,93.95,6156,3677,"SMD",1,1,1,1,1,58770,290.7951965
"3953","620L500US42050","State House District 50 (2016), Pennsylvania","42050",2020,41.9,86.6,16.8,0.74,59740,45677,90.38,5759,2431,"SMD",1,1,1,1,1,61066,93.87187272
"3954","620L500US42051","State House District 51 (2016), Pennsylvania","42051",2020,44.1,86.3,14.4,1.26,54092,39322,93.94,8672,6648,"SMD",1,1,1,1,1,61350,93.77665412
"3955","620L500US42052","State House District 52 (2016), Pennsylvania","42052",2020,45.7,88.6,15.1,0.84,54740,41781,95.74,8962,6322,"SMD",1,1,1,1,1,63930,231.6203643
"3956","620L500US42053","State House District 53 (2016), Pennsylvania","42053",2020,40,91.3,34.5,0.88,86339,69559,80.45,17808,3339,"SMD",1,1,1,1,1,62820,1630.375542
"3957","620L500US42054","State House District 54 (2016), Pennsylvania","42054",2020,47.3,94.9,36.3,0.28,85718,66134,96.43,14265,1405,"SMD",1,1,1,1,1,60144,413.9326492
"3958","620L500US42055","State House District 55 (2016), Pennsylvania","42055",2020,46.5,91.3,17.7,0.82,59994,47966,95.81,21034,3128,"SMD",1,1,1,1,1,61409,285.0465338
"3959","620L500US42056","State House District 56 (2016), Pennsylvania","42056",2020,44.7,95.6,32.9,0.19,83463,67743,98.13,12465,1385,"SMD",1,1,1,1,1,60658,1040.285376
"3960","620L500US42057","State House District 57 (2016), Pennsylvania","42057",2020,46.1,92.6,28.9,0.24,67808,51614,93.82,18396,2044,"SMD",1,1,1,1,1,61455,546.0967699
"3961","620L500US42058","State House District 58 (2016), Pennsylvania","42058",2020,46.1,92.1,20.2,0.2,61934,48501,93.77,28296,3144,"SMD",1,1,1,1,1,62645,413.6840298
"3962","620L500US42059","State House District 59 (2016), Pennsylvania","42059",2020,47.6,92.1,26.1,1.05,72152,54148,97.43,23340,3046,"SMD",1,1,1,1,1,63073,127.2756991
"3963","620L500US42060","State House District 60 (2016), Pennsylvania","42060",2020,46.9,91.1,18.1,0.66,62804,49868,98.32,5981,5593,"SMD",1,0,0,0,1,60442,127.5764029
"3964","620L500US42061","State House District 61 (2016), Pennsylvania","42061",2020,45.2,96.3,54.7,0.2,124577,88528,80.59,15104,2832,"SMD",1,1,1,1,1,62871,1718.16244
"3965","620L500US42062","State House District 62 (2016), Pennsylvania","42062",2020,37.7,90.8,26.5,1.17,60300,45079,92.96,5838,2919,"SMD",1,1,1,1,1,62576,157.6813464
"3966","620L500US42063","State House District 63 (2016), Pennsylvania","42063",2020,41.2,86.9,17,1.66,54613,43683,92.87,9723,2908,"SMD",1,1,1,1,1,60892,59.18976164
"3967","620L500US42064","State House District 64 (2016), Pennsylvania","42064",2020,45.7,88.8,16,1.46,57343,44169,96.86,9392,3396,"SMD",1,1,1,1,1,59067,74.02909427
"3968","620L500US42065","State House District 65 (2016), Pennsylvania","42065",2020,45.4,89.1,17.2,2.63,56220,42868,97.66,5371,4686,"SMD",1,0,0,0,1,60182,41.83680989
"3969","620L500US42066","State House District 66 (2016), Pennsylvania","42066",2020,43,87.2,13.9,2.21,55121,43890,98.13,9808,4904,"SMD",1,1,1,1,1,63552,64.40889595
"3970","620L500US42067","State House District 67 (2016), Pennsylvania","42067",2020,44,88.9,16.5,2.55,57126,43154,95.48,16324,6624,"SMD",1,1,1,1,1,63110,26.09097569
"3971","620L500US42068","State House District 68 (2016), Pennsylvania","42068",2020,43.6,88.7,18.9,3.52,60817,48965,97.19,11208,2472,"SMD",1,1,1,1,1,60542,39.32041704
"3972","620L500US42069","State House District 69 (2016), Pennsylvania","42069",2020,45,87.1,14.8,2.03,58804,46252,94.65,11814,5290,"SMD",1,1,1,1,1,63144,60.57762876
"3973","620L500US42070","State House District 70 (2016), Pennsylvania","42070",2020,37.8,86.6,34.1,0.04,87937,63006,64.24,16352,3066,"SMD",1,1,1,1,1,65296,2343.382142
"3974","620L500US42071","State House District 71 (2016), Pennsylvania","42071",2020,45,90,21.4,0.12,53103,38264,90.31,18927,3179,"SMD",1,1,1,1,1,62424,610.4857559
"3975","620L500US42072","State House District 72 (2016), Pennsylvania","42072",2020,44.9,91.1,20.4,0.81,61589,48960,96.24,17730,2955,"SMD",1,1,1,1,1,61117,127.5018671
"3976","620L500US42073","State House District 73 (2016), Pennsylvania","42073",2020,43.9,86.1,12.5,0.96,52976,41992,94.81,15208,10608,"SMD",1,0,0,0,1,64262,93.26146648
"3977","620L500US42074","State House District 74 (2016), Pennsylvania","42074",2020,36.6,90.5,32.1,0.51,82294,63662,69.61,5576,1394,"SMD",1,1,1,1,1,64521,1361.202532
"3978","620L500US42075","State House District 75 (2016), Pennsylvania","42075",2020,45.3,91,16.5,1.16,56681,46889,97.98,13691,11436,"SMD",1,1,1,1,1,63144,45.42377612
"3979","620L500US42076","State House District 76 (2016), Pennsylvania","42076",2020,39.3,87.7,16.8,1.79,60405,49520,94.69,7961,4725,"SMD",1,1,1,1,1,65359,46.12722303
"3980","620L500US42077","State House District 77 (2016), Pennsylvania","42077",2020,22.6,94.8,53.4,0.59,54937,35051,81.53,1005,1005,"SMD",1,1,1,1,1,64489,336.9049609
"3981","620L500US42078","State House District 78 (2016), Pennsylvania","42078",2020,44.4,85.9,14,4.03,60248,49379,97.56,8728,6269,"SMD",1,1,1,1,1,63362,49.32357376
"3982","620L500US42079","State House District 79 (2016), Pennsylvania","42079",2020,41.1,89.6,18.3,0.13,53304,38449,94.38,7722,5148,"SMD",1,1,1,1,1,62543,765.8295272
"3983","620L500US42080","State House District 80 (2016), Pennsylvania","42080",2020,44.5,91.7,20.7,2.14,63316,50705,97.3,9240,6160,"SMD",1,1,1,1,1,63374,142.6908485
"3984","620L500US42081","State House District 81 (2016), Pennsylvania","42081",2020,41.9,90.3,24.1,1.87,65669,51844,91.69,7290,3951,"SMD",1,1,1,1,1,64923,62.61730557
"3985","620L500US42082","State House District 82 (2016), Pennsylvania","42082",2020,42.8,83.7,12.4,4.64,55097,44865,96.78,7403,2669,"SMD",1,0,0,1,1,64218,88.97910547
"3986","620L500US42083","State House District 83 (2016), Pennsylvania","42083",2020,38.1,88.3,20.9,0.31,56790,42693,86.7,7551,2517,"SMD",1,1,1,1,1,62102,544.9025612
"3987","620L500US42084","State House District 84 (2016), Pennsylvania","42084",2020,43.3,89.1,18.5,2.11,65454,55706,94.06,13428,4476,"SMD",1,1,1,1,1,63655,54.13562865
"3988","620L500US42085","State House District 85 (2016), Pennsylvania","42085",2020,38.1,84.1,21.8,2.85,66559,50498,93.84,2591,0,"SMD",1,1,1,1,1,64939,126.3660352
"3989","620L500US42086","State House District 86 (2016), Pennsylvania","42086",2020,37.3,86.3,17.4,2.53,66568,54367,95.46,10134,829,"SMD",1,1,1,1,1,65512,103.2379253
"3990","620L500US42087","State House District 87 (2016), Pennsylvania","42087",2020,42.8,92.8,42.9,0.21,93126,73466,85.73,5871,1957,"SMD",1,1,1,1,1,67224,1537.040424
"3991","620L500US42088","State House District 88 (2016), Pennsylvania","42088",2020,40,92.9,35.2,0.28,78068,58807,87.81,6129,2043,"SMD",1,1,1,1,1,63396,2108.982036
"3992","620L500US42089","State House District 89 (2016), Pennsylvania","42089",2020,40.3,86.7,23.9,2.86,67450,53871,90.06,9492,4746,"SMD",1,0,0,0,1,64671,345.9452231
"3993","620L500US42090","State House District 90 (2016), Pennsylvania","42090",2020,41.3,87.4,18.6,1.88,72530,57420,94.63,9684,4842,"SMD",1,0,0,0,1,65317,245.5738654
"3994","620L500US42091","State House District 91 (2016), Pennsylvania","42091",2020,43.3,88.8,24.4,1.8,74916,61344,92.59,2712,2712,"SMD",1,1,1,1,1,64088,198.2019317
"3995","620L500US42092","State House District 92 (2016), Pennsylvania","42092",2020,42.9,91.6,27.5,1.04,83944,67510,95.78,6674,4608,"SMD",1,1,1,1,1,64226,314.4264285
"3996","620L500US42093","State House District 93 (2016), Pennsylvania","42093",2020,44,90.6,28.3,1.01,83762,64553,93.22,6468,4851,"SMD",1,1,1,1,1,63154,401.4084955
"3997","620L500US42094","State House District 94 (2016), Pennsylvania","42094",2020,41.6,87.3,19.5,1.34,70365,57933,92.21,7032,5274,"SMD",1,1,1,1,1,63074,350.465628
"3998","620L500US42095","State House District 95 (2016), Pennsylvania","42095",2020,32.5,82.6,17.9,0.37,53938,36915,66.74,8072,6054,"SMD",1,1,1,1,1,64251,3935.742726
"3999","620L500US42096","State House District 96 (2016), Pennsylvania","42096",2020,31.5,76.2,19.6,0.79,47501,36862,59.97,5545,1109,"SMD",1,0,0,0,1,63782,7840.442532
"4000","620L500US42097","State House District 97 (2016), Pennsylvania","42097",2020,43.6,92.3,40.9,0.53,92521,68327,89.44,6675,1335,"SMD",1,1,1,1,1,65631,1452.270313
"4001","620L500US42098","State House District 98 (2016), Pennsylvania","42098",2020,38.4,89.7,22.8,1.27,70824,59635,93.36,9240,1688,"SMD",1,1,1,1,1,64454,712.1595492
"4002","620L500US42099","State House District 99 (2016), Pennsylvania","42099",2020,36,75.5,17.6,4.23,70796,57698,94.16,8475,1695,"SMD",1,1,1,1,1,64597,480.2750929
"4003","620L500US42100","State House District 100 (2016), Pennsylvania","42100",2020,34.4,78.7,16.7,5.73,72960,58881,94.8,10730,2146,"SMD",1,1,1,1,1,64412,244.4533841
"4004","620L500US42101","State House District 101 (2016), Pennsylvania","42101",2020,41.1,86.5,24.2,1.13,68348,52739,81.23,2641,2641,"SMD",1,1,1,1,1,66206,746.9425516
"4005","620L500US42102","State House District 102 (2016), Pennsylvania","42102",2020,40.9,85.5,15.7,3.19,68181,58969,93.99,2775,2775,"SMD",1,1,1,1,1,65465,292.964642
"4006","620L500US42103","State House District 103 (2016), Pennsylvania","42103",2020,32.7,81.2,18.3,0.11,48238,35745,38.6,9952,0,"SMD",1,1,1,1,1,63465,4727.374302
"4007","620L500US42104","State House District 104 (2016), Pennsylvania","42104",2020,44.5,90.6,27.6,1.04,74409,60271,81.66,9407,431,"SMD",1,1,1,1,1,64854,200.9350572
"4008","620L500US42105","State House District 105 (2016), Pennsylvania","42105",2020,42,93.9,37.2,0.24,86066,70703,81.87,4500,0,"SMD",1,1,1,1,1,64578,1032.389052
"4009","620L500US42106","State House District 106 (2016), Pennsylvania","42106",2020,39.4,91.4,36.8,0.4,83922,60476,78.87,7208,0,"SMD",1,1,1,1,1,66255,963.498873
"4010","620L500US42107","State House District 107 (2016), Pennsylvania","42107",2020,44.7,86.8,18.6,1.4,59123,44226,94.03,10758,10758,"SMD",1,1,1,1,1,63987,160.5797101
"4011","620L500US42108","State House District 108 (2016), Pennsylvania","42108",2020,43.3,85.5,16.3,2.28,62529,48493,96.71,13069,12078,"SMD",1,0,0,0,1,62912,188.2933224
"4012","620L500US42109","State House District 109 (2016), Pennsylvania","42109",2020,39.5,88.8,21.3,1.77,60794,46186,94.98,3416,3416,"SMD",1,1,1,1,1,62908,153.9817204
"4013","620L500US42110","State House District 110 (2016), Pennsylvania","42110",2020,45.4,88.9,17.6,3.19,65566,51178,96.94,16725,6504,"SMD",1,1,1,1,1,59442,40.88924231
"4014","620L500US42111","State House District 111 (2016), Pennsylvania","42111",2020,46.4,89.1,18.2,1.95,60611,47460,94.54,13417,2162,"SMD",1,1,1,1,1,61375,59.04326344
"4015","620L500US42112","State House District 112 (2016), Pennsylvania","42112",2020,39.4,88.9,27.7,0.35,56957,42185,88.93,8900,2225,"SMD",1,1,1,1,1,63767,1266.022078
"4016","620L500US42113","State House District 113 (2016), Pennsylvania","42113",2020,39,88.2,24.5,0.09,58335,43302,89.5,8280,2070,"SMD",1,1,1,1,1,63927,2026.405046
"4017","620L500US42114","State House District 114 (2016), Pennsylvania","42114",2020,45.1,91.8,26.1,0.51,67079,49138,96.99,11268,2817,"SMD",1,1,1,1,1,62572,379.8066126
"4018","620L500US42115","State House District 115 (2016), Pennsylvania","42115",2020,38,87.8,24,0.41,67932,53450,67.56,1868,1868,"SMD",1,1,1,1,1,60748,377.6615916
"4019","620L500US42116","State House District 116 (2016), Pennsylvania","42116",2020,42.3,85.5,18.7,0.56,61712,47260,84.03,20041,8589,"SMD",1,1,1,1,1,61778,231.1384818
"4020","620L500US42117","State House District 117 (2016), Pennsylvania","42117",2020,44.5,92.8,25,1.37,72316,56918,97.71,10326,3438,"SMD",1,0,0,1,1,60882,96.70840071
"4021","620L500US42118","State House District 118 (2016), Pennsylvania","42118",2020,45.9,91.1,23.5,0.16,69911,52512,97.7,18280,7045,"SMD",1,1,1,1,1,61787,195.1807381
"4022","620L500US42119","State House District 119 (2016), Pennsylvania","42119",2020,43.1,88.8,18,0.28,59268,45165,91.25,17241,7389,"SMD",1,1,1,1,1,62749,332.9724968
"4023","620L500US42120","State House District 120 (2016), Pennsylvania","42120",2020,44.8,92.1,28.2,0.32,66726,51217,92.56,12075,5175,"SMD",1,1,1,1,1,61190,1030.568421
"4024","620L500US42121","State House District 121 (2016), Pennsylvania","42121",2020,37.1,86.4,18.3,0.15,50307,36124,81.21,11074,4746,"SMD",1,1,1,1,1,61246,1588.577061
"4025","620L500US42122","State House District 122 (2016), Pennsylvania","42122",2020,45.8,89,15.9,0.71,61978,50637,96.11,3140,3140,"SMD",1,1,1,1,1,61353,164.587184
"4026","620L500US42123","State House District 123 (2016), Pennsylvania","42123",2020,42.4,86.2,11.4,0.74,49294,39063,88.98,8181,2727,"SMD",1,1,1,1,1,59976,305.3581248
"4027","620L500US42124","State House District 124 (2016), Pennsylvania","42124",2020,45.1,88.4,19.1,2.1,64673,52173,97.38,11515,2979,"SMD",1,1,1,1,1,60025,145.1860631
"4028","620L500US42125","State House District 125 (2016), Pennsylvania","42125",2020,44.1,87.6,16.1,2.19,65340,53045,97.8,9864,2232,"SMD",1,0,0,0,1,61032,154.4707216
"4029","620L500US42126","State House District 126 (2016), Pennsylvania","42126",2020,36.1,81.6,16.9,1.3,55721,44522,72.47,12858,2143,"SMD",1,1,1,1,1,64643,2742.596521
"4030","620L500US42127","State House District 127 (2016), Pennsylvania","42127",2020,29.5,65.4,8.8,4.47,37195,27809,54.4,9558,1593,"SMD",1,1,1,1,1,63691,10374.81675
"4031","620L500US42128","State House District 128 (2016), Pennsylvania","42128",2020,43.2,91.3,33.6,0.97,89354,69153,91.53,13206,2249,"SMD",1,1,1,1,1,64063,531.5681605
"4032","620L500US42129","State House District 129 (2016), Pennsylvania","42129",2020,42.8,91.2,31.3,0.75,86987,68430,90.2,10311,1780,"SMD",1,1,1,1,1,64909,652.0830613
"4033","620L500US42130","State House District 130 (2016), Pennsylvania","42130",2020,44.4,90.8,27.2,0.95,86126,72655,94.61,12108,2018,"SMD",1,1,1,1,1,63589,402.0345455
"4034","620L500US42131","State House District 131 (2016), Pennsylvania","42131",2020,43.2,93.4,35.8,0.3,95356,71713,94.9,16128,2688,"SMD",1,1,1,1,1,66140,652.3776175
"4035","620L500US42132","State House District 132 (2016), Pennsylvania","42132",2020,35,84.5,21.2,0.5,61343,47017,65.89,19502,2786,"SMD",1,0,0,0,1,63145,5312.999579
"4036","620L500US42133","State House District 133 (2016), Pennsylvania","42133",2020,40.8,89.5,24.2,0.2,63210,53626,83.03,15498,2214,"SMD",1,1,1,1,1,62090,2735.603824
"4037","620L500US42134","State House District 134 (2016), Pennsylvania","42134",2020,44.8,90.9,38.2,0.88,93291,72287,89.65,10865,1635,"SMD",1,1,1,1,1,65483,602.0871644
"4038","620L500US42135","State House District 135 (2016), Pennsylvania","42135",2020,34.7,88.2,27.3,0.21,67539,51223,78.55,7068,1767,"SMD",1,1,1,1,1,64860,3622.249525
"4039","620L500US42136","State House District 136 (2016), Pennsylvania","42136",2020,39.1,88.2,22.4,0.98,69551,55219,79.27,7928,1982,"SMD",1,0,0,0,1,64425,1494.502181
"4040","620L500US42137","State House District 137 (2016), Pennsylvania","42137",2020,43.9,91.8,30,0.56,85728,70957,90.2,8712,2178,"SMD",1,1,1,1,1,64208,549.0444226
"4041","620L500US42138","State House District 138 (2016), Pennsylvania","42138",2020,46,92.7,32.6,0.59,96276,73931,92.41,7404,1851,"SMD",1,1,1,1,1,65185,553.4518038
"4042","620L500US42139","State House District 139 (2016), Pennsylvania","42139",2020,48.2,92.2,25.4,1.31,74578,59263,93.85,6552,1893,"SMD",1,1,1,1,1,61719,90.906279
"4043","620L500US42140","State House District 140 (2016), Pennsylvania","42140",2020,39.6,92.5,20.3,0.39,77014,62791,84.41,10689,3054,"SMD",1,1,1,1,1,60317,2120.627219
